id_sinistre,id_contrat,branche,type_sinistre,charge_sinistre,date_survenance,date_declaration,annee_survenance,mois_survenance,statut,delai_reglement_jours,cause_principale,region,gravite
SI-004936,IARD-084319,RC,Dommage tiers corporel,2087000,2023-03-13,2023-03-27,2023,3,Réglé,234,Conducteur tiers,Man,Grave
SI-004937,IARD-020528,RC,Dommage tiers matériel,2255000,2023-01-02,2023-01-04,2023,1,En cours,,Tiers non identifié,Abengourou,Grave
SI-004938,IARD-090045,Habitation,Dégât des eaux,593000,2019-04-01,2019-05-06,2019,4,Réglé,98,Animal,Tingrela,Grave
SI-004939,IARD-013917,Habitation,Incendie,821000,2024-07-09,2024-07-18,2024,7,Sans suite,,Tiers non identifié,San Pedro,Grave
SI-004940,IARD-089300,Auto,Dommage tiers,326000,2021-01-25,2021-02-06,2021,1,En cours,,Défaut entretien,Abengourou,Moyen
SI-004941,IARD-044001,Auto,Dommage tiers,1032000,2019-01-01,2019-02-01,2019,1,Réglé,232,Intempéries,Bouaké,Grave
SI-004942,IARD-073616,Habitation,Incendie,319000,2020-03-02,2020-03-17,2020,3,Réglé,4,Intempéries,Abidjan,Moyen
SI-004943,IARD-077719,RC,Préjudice moral,1194000,2024-01-10,2024-01-15,2024,1,En cours,,Intempéries,Abidjan,Grave
SI-004944,IARD-007603,Auto,Collision,992000,2023-08-28,2023-09-09,2023,8,Réglé,18,Inconnu,Danané,Grave
SI-004945,IARD-029829,RC,Blessures corporelles,248000,2022-11-27,2022-12-04,2022,11,En cours,,Conducteur tiers,Abidjan,Moyen
SI-004946,IARD-045855,Habitation,Dégât des eaux,1164000,2021-03-20,2021-04-03,2021,3,En cours,,Conducteur tiers,Issia,Grave
SI-004947,IARD-078211,Auto,Collision,1392000,2022-05-24,2022-06-26,2022,5,Réglé,302,Intempéries,Odienné,Grave
SI-004948,IARD-059229,RC,Dommage tiers matériel,1898000,2019-08-07,2019-08-31,2019,8,Réglé,244,Inconnu,Danané,Grave
SI-004949,IARD-030499,RC,Dommage tiers matériel,1412000,2024-01-26,2024-02-06,2024,1,Réglé,25,Inconnu,Daloa,Grave
SI-004950,IARD-083490,Auto,Collision,1444000,2019-08-04,2019-09-17,2019,8,Réglé,103,Inconnu,Korhogo,Grave
SI-004951,IARD-023670,Auto,Bris de glace,1146000,2019-02-08,2019-03-25,2019,2,En cours,,Tiers non identifié,Danané,Grave
SI-004952,IARD-007568,RC,Blessures corporelles,2143000,2024-02-06,2024-03-07,2024,2,En cours,,Tiers non identifié,Danané,Grave
SI-004953,IARD-006380,Auto,Vol,210000,2022-12-28,2023-01-21,2022,12,Réglé,266,Défaut entretien,Yamoussoukro,Moyen
SI-004954,IARD-021153,Auto,Vol,482000,2023-01-10,2023-02-17,2023,1,En cours,,Défaut entretien,Gagnoa,Moyen
SI-004955,IARD-060788,RC,Blessures corporelles,1051000,2020-03-20,2020-05-01,2020,3,En cours,,Animal,Yamoussoukro,Grave
SI-004956,IARD-088212,Auto,Collision,43000,2022-02-24,2022-03-12,2022,2,Réglé,329,Conducteur tiers,Korhogo,Mineur
SI-004957,IARD-017661,Auto,Collision,1246000,2023-02-21,2023-04-01,2023,2,Réglé,264,Tiers non identifié,Daloa,Grave
SI-004958,IARD-091133,Auto,Catastrophe naturelle,831000,2024-06-16,2024-07-30,2024,6,En cours,,Inconnu,Divo,Grave
SI-004959,IARD-035276,Habitation,Catastrophe naturelle,103000,2021-12-21,2022-01-19,2021,12,En cours,,Conducteur tiers,San Pedro,Moyen
SI-004960,IARD-065154,Auto,Dommage tiers,1473000,2022-11-05,2022-11-11,2022,11,Réglé,209,Tiers non identifié,Tingrela,Grave
SI-004961,IARD-010404,Auto,Collision,896000,2020-01-29,2020-03-01,2020,1,Contesté,,Intempéries,Bouaké,Grave
SI-004962,IARD-083672,Auto,Collision,1622000,2024-06-06,2024-07-05,2024,6,Réglé,81,Intempéries,Issia,Grave
SI-004963,IARD-009485,Habitation,Vandalisme,860000,2023-04-06,2023-05-08,2023,4,En cours,,Inconnu,Bondoukou,Grave
SI-004964,IARD-020482,Auto,Collision,576000,2021-03-10,2021-04-15,2021,3,Contesté,,Défaut entretien,Yamoussoukro,Grave
SI-004965,IARD-030244,Auto,Incendie,1637000,2022-10-01,2022-10-10,2022,10,Réglé,12,Inconnu,Bouaké,Grave
SI-004966,IARD-031349,RC,Blessures corporelles,1103000,2021-05-02,2021-06-12,2021,5,Réglé,105,Inconnu,Odienné,Grave
SI-004967,IARD-088904,Auto,Collision,161000,2019-03-19,2019-04-16,2019,3,Réglé,318,Défaut entretien,Odienné,Moyen
SI-004968,IARD-062381,Auto,Collision,1772000,2021-06-27,2021-07-25,2021,6,Réglé,14,Tiers non identifié,Man,Grave
SI-004969,IARD-020258,RC,Dommage tiers matériel,82000,2024-11-05,2024-11-10,2024,11,En cours,,Conducteur tiers,Issia,Mineur
SI-004970,IARD-044714,Auto,Collision,1604000,2019-11-28,2019-12-22,2019,11,Sans suite,,Intempéries,Tingrela,Grave
SI-004971,IARD-012523,Auto,Bris de glace,879000,2023-12-03,2024-01-05,2023,12,Réglé,260,Défaut entretien,Séguéla,Grave
SI-004972,IARD-006802,Auto,Collision,622000,2022-06-11,2022-07-26,2022,6,Sans suite,,Intempéries,Odienné,Grave
SI-004973,IARD-093952,Auto,Incendie,748000,2023-12-21,2024-01-06,2023,12,Réglé,253,Animal,Issia,Grave
SI-004974,IARD-021309,RC,Dommage tiers corporel,275000,2019-04-19,2019-04-21,2019,4,Sans suite,,Animal,Man,Moyen
SI-004975,IARD-046500,Auto,Vol,407000,2020-10-07,2020-10-14,2020,10,En cours,,Inconnu,Yamoussoukro,Moyen
SI-004976,IARD-081198,RC,Dommage tiers corporel,1737000,2021-12-10,2022-01-06,2021,12,Réglé,52,Intempéries,Danané,Grave
SI-004977,IARD-048097,Habitation,Dégât des eaux,1001000,2021-06-09,2021-07-02,2021,6,Réglé,247,Animal,Korhogo,Grave
SI-004978,IARD-088380,Auto,Collision,566000,2024-05-14,2024-05-15,2024,5,Réglé,301,Défaut entretien,Issia,Grave
SI-004979,IARD-018128,RC,Dommage tiers corporel,2251000,2019-01-01,2019-01-08,2019,1,Sans suite,,Tiers non identifié,Korhogo,Grave
SI-004980,IARD-032387,Habitation,Incendie,622000,2023-12-06,2023-12-30,2023,12,Réglé,212,Inconnu,Issia,Grave
SI-004981,IARD-079767,Habitation,Incendie,1072000,2023-03-11,2023-03-25,2023,3,En cours,,Défaut entretien,Séguéla,Grave
SI-004982,IARD-019445,Habitation,Dégât des eaux,637000,2019-05-26,2019-06-18,2019,5,Réglé,169,Conducteur tiers,Touba,Grave
SI-004983,IARD-024195,Habitation,Vandalisme,1137000,2022-10-31,2022-11-20,2022,10,En cours,,Défaut entretien,Danané,Grave
SI-004984,IARD-076971,Auto,Incendie,1772000,2021-08-29,2021-09-01,2021,8,En cours,,Tiers non identifié,Soubré,Grave
SI-004985,IARD-021567,Habitation,Incendie,208000,2019-07-06,2019-08-08,2019,7,Réglé,354,Défaut entretien,San Pedro,Moyen
SI-004986,IARD-019992,Auto,Bris de glace,885000,2020-03-13,2020-04-19,2020,3,Réglé,351,Inconnu,Man,Grave
SI-004987,IARD-030745,Habitation,Vol/Cambriolage,700000,2023-06-05,2023-06-30,2023,6,Réglé,169,Intempéries,Tingrela,Grave
SI-004988,IARD-042778,RC,Blessures corporelles,572000,2022-03-10,2022-04-06,2022,3,Sans suite,,Tiers non identifié,Korhogo,Grave
SI-004989,IARD-031192,Auto,Bris de glace,1507000,2020-09-16,2020-09-21,2020,9,En cours,,Tiers non identifié,Tingrela,Grave
SI-004990,IARD-048936,Habitation,Vol/Cambriolage,820000,2022-06-11,2022-07-26,2022,6,Réglé,87,Tiers non identifié,Tingrela,Grave
SI-004991,IARD-005786,Habitation,Dégât des eaux,742000,2021-08-18,2021-08-18,2021,8,En cours,,Tiers non identifié,Touba,Grave
SI-004992,IARD-015966,Habitation,Incendie,778000,2022-04-24,2022-06-07,2022,4,Réglé,235,Intempéries,Abengourou,Grave
SI-004993,IARD-017888,RC,Dommage tiers corporel,691000,2023-09-19,2023-09-19,2023,9,En cours,,Tiers non identifié,Divo,Grave
SI-004994,IARD-069903,Auto,Bris de glace,1674000,2023-02-03,2023-03-20,2023,2,Sans suite,,Inconnu,Abidjan,Grave
SI-004995,IARD-085193,Auto,Vol,860000,2019-05-15,2019-05-29,2019,5,Sans suite,,Tiers non identifié,San Pedro,Grave
SI-004996,IARD-086092,Auto,Bris de glace,534000,2024-07-04,2024-07-27,2024,7,En cours,,Défaut entretien,Touba,Grave
SI-004997,IARD-006867,Habitation,Tempête,699000,2024-10-19,2024-12-03,2024,10,En cours,,Tiers non identifié,Séguéla,Grave
SI-004998,IARD-084685,Habitation,Tempête,174000,2023-04-02,2023-04-15,2023,4,Sans suite,,Conducteur tiers,Bouaké,Moyen
SI-004999,IARD-010682,Auto,Collision,1720000,2020-01-09,2020-01-13,2020,1,Réglé,309,Tiers non identifié,Tingrela,Grave
SI-005000,IARD-097297,Habitation,Vol/Cambriolage,805000,2022-09-26,2022-10-24,2022,9,En cours,,Intempéries,Yamoussoukro,Grave
SI-005001,IARD-004052,Auto,Incendie,1179000,2019-01-01,2019-01-13,2019,1,Réglé,57,Intempéries,Abengourou,Grave
SI-005002,IARD-055441,Auto,Vol,1491000,2020-12-02,2020-12-25,2020,12,Réglé,271,Intempéries,Bondoukou,Grave
SI-005003,IARD-073380,Auto,Vol,473000,2022-12-04,2022-12-22,2022,12,Réglé,284,Conducteur tiers,Korhogo,Moyen
SI-005004,IARD-080696,Habitation,Dégât des eaux,478000,2023-04-29,2023-05-01,2023,4,En cours,,Conducteur tiers,Yamoussoukro,Moyen
SI-005005,IARD-096384,Auto,Bris de glace,49000,2023-11-23,2024-01-07,2023,11,En cours,,Animal,Touba,Mineur
SI-005006,IARD-053856,Habitation,Tempête,86000,2022-04-24,2022-05-26,2022,4,Réglé,232,Conducteur tiers,Korhogo,Mineur
SI-005007,IARD-076297,Habitation,Incendie,429000,2019-10-07,2019-11-15,2019,10,En cours,,Défaut entretien,Danané,Moyen
SI-005008,IARD-063784,Auto,Collision,1735000,2023-04-15,2023-05-29,2023,4,Réglé,79,Intempéries,Odienné,Grave
SI-005009,IARD-045925,Habitation,Catastrophe naturelle,270000,2024-08-31,2024-10-10,2024,8,Réglé,15,Animal,Man,Moyen
SI-005010,IARD-043676,Habitation,Incendie,135000,2024-07-25,2024-07-28,2024,7,Réglé,175,Défaut entretien,Daloa,Moyen
SI-005011,IARD-050169,RC,Dommage tiers matériel,335000,2021-11-04,2021-11-08,2021,11,En cours,,Animal,San Pedro,Moyen
SI-005012,IARD-082242,Auto,Catastrophe naturelle,213000,2020-11-10,2020-12-09,2020,11,Réglé,98,Intempéries,Yamoussoukro,Moyen
SI-005013,IARD-017636,Habitation,Incendie,92000,2021-11-11,2021-12-25,2021,11,Contesté,,Tiers non identifié,Abengourou,Mineur
SI-005014,IARD-091443,Auto,Vol,648000,2024-01-28,2024-02-02,2024,1,En cours,,Défaut entretien,Gagnoa,Grave
SI-005015,IARD-043536,Habitation,Dégât des eaux,502000,2023-07-08,2023-08-21,2023,7,Réglé,13,Intempéries,Gagnoa,Grave
SI-005016,IARD-088708,RC,Préjudice moral,974000,2019-03-13,2019-04-02,2019,3,En cours,,Tiers non identifié,Séguéla,Grave
SI-005017,IARD-085207,Habitation,Vol/Cambriolage,85000,2020-08-09,2020-09-04,2020,8,Réglé,66,Animal,San Pedro,Mineur
SI-005018,IARD-038492,Auto,Catastrophe naturelle,1212000,2019-07-02,2019-07-03,2019,7,Réglé,19,Tiers non identifié,Bouaké,Grave
SI-005019,IARD-015642,Auto,Collision,1094000,2019-10-19,2019-11-06,2019,10,Sans suite,,Défaut entretien,Danané,Grave
SI-005020,IARD-098477,Habitation,Vol/Cambriolage,321000,2024-08-21,2024-09-29,2024,8,Réglé,124,Conducteur tiers,Man,Moyen
SI-005021,IARD-052582,Auto,Bris de glace,1301000,2023-03-08,2023-04-22,2023,3,En cours,,Conducteur tiers,Gagnoa,Grave
SI-005022,IARD-064977,Habitation,Dégât des eaux,245000,2021-05-26,2021-06-28,2021,5,Réglé,27,Inconnu,Yamoussoukro,Moyen
SI-005023,IARD-091272,Auto,Catastrophe naturelle,228000,2021-09-17,2021-10-18,2021,9,Sans suite,,Intempéries,Korhogo,Moyen
SI-005024,IARD-092116,Habitation,Tempête,178000,2020-10-06,2020-11-01,2020,10,Réglé,35,Défaut entretien,Soubré,Moyen
SI-005025,IARD-025247,Habitation,Vandalisme,754000,2023-09-11,2023-10-14,2023,9,Réglé,109,Inconnu,Bouaké,Grave
SI-005026,IARD-095105,Habitation,Incendie,104000,2023-01-29,2023-02-04,2023,1,En cours,,Intempéries,Daloa,Moyen
SI-005027,IARD-018846,Habitation,Dégât des eaux,525000,2021-05-22,2021-06-30,2021,5,Réglé,96,Animal,Abengourou,Grave
SI-005028,IARD-080564,Auto,Incendie,1735000,2022-06-04,2022-07-01,2022,6,En cours,,Défaut entretien,Abengourou,Grave
SI-005029,IARD-057788,RC,Dommage tiers matériel,25000,2024-11-05,2024-11-25,2024,11,Réglé,357,Animal,Abidjan,Mineur
SI-005030,IARD-029254,Auto,Collision,1268000,2019-01-18,2019-02-13,2019,1,Réglé,339,Tiers non identifié,San Pedro,Grave
SI-005031,IARD-025365,Habitation,Incendie,769000,2021-02-04,2021-02-09,2021,2,Réglé,139,Animal,Yamoussoukro,Grave
SI-005032,IARD-058232,Auto,Vol,1121000,2021-03-08,2021-04-19,2021,3,Réglé,77,Défaut entretien,Tingrela,Grave
SI-005033,IARD-060972,Auto,Dommage tiers,1464000,2019-08-27,2019-10-07,2019,8,Réglé,364,Tiers non identifié,Séguéla,Grave
SI-005034,IARD-048121,Auto,Vol,1408000,2019-01-06,2019-01-30,2019,1,Sans suite,,Conducteur tiers,San Pedro,Grave
SI-005035,IARD-014838,RC,Dommage tiers matériel,1576000,2019-05-11,2019-05-26,2019,5,Contesté,,Défaut entretien,San Pedro,Grave
SI-005036,IARD-066530,Auto,Bris de glace,1092000,2023-05-04,2023-05-04,2023,5,Réglé,95,Défaut entretien,Tingrela,Grave
SI-005037,IARD-020243,Auto,Vol,821000,2024-07-12,2024-07-21,2024,7,En cours,,Intempéries,Issia,Grave
SI-005038,IARD-025161,Auto,Vol,1429000,2023-01-13,2023-01-31,2023,1,En cours,,Inconnu,Korhogo,Grave
SI-005039,IARD-091304,Auto,Bris de glace,1468000,2024-09-24,2024-10-22,2024,9,En cours,,Conducteur tiers,Danané,Grave
SI-005040,IARD-022220,Auto,Vol,953000,2022-04-21,2022-05-14,2022,4,En cours,,Tiers non identifié,Danané,Grave
SI-005041,IARD-042008,RC,Dommage tiers matériel,284000,2022-01-16,2022-02-01,2022,1,Sans suite,,Défaut entretien,Man,Moyen
SI-005042,IARD-012676,Habitation,Dégât des eaux,364000,2022-10-18,2022-10-21,2022,10,Réglé,237,Intempéries,Danané,Moyen
SI-005043,IARD-081654,Auto,Bris de glace,1781000,2024-09-13,2024-10-06,2024,9,Sans suite,,Tiers non identifié,Odienné,Grave
SI-005044,IARD-028353,Auto,Collision,417000,2024-01-30,2024-03-10,2024,1,Sans suite,,Animal,Divo,Moyen
SI-005045,IARD-052475,Habitation,Tempête,200000,2023-03-02,2023-04-02,2023,3,En cours,,Tiers non identifié,Touba,Moyen
SI-005046,IARD-030218,RC,Blessures corporelles,943000,2020-11-10,2020-12-25,2020,11,Réglé,209,Conducteur tiers,Divo,Grave
SI-005047,IARD-029720,Auto,Collision,1449000,2019-06-04,2019-06-20,2019,6,Sans suite,,Défaut entretien,Tingrela,Grave
SI-005048,IARD-030597,Habitation,Dégât des eaux,228000,2021-03-30,2021-03-31,2021,3,Réglé,93,Conducteur tiers,Man,Moyen
SI-005049,IARD-092092,Auto,Dommage tiers,1085000,2019-11-21,2019-12-23,2019,11,Réglé,330,Animal,Touba,Grave
SI-005050,IARD-090877,Habitation,Tempête,741000,2020-12-28,2021-01-31,2020,12,Réglé,133,Conducteur tiers,Touba,Grave
SI-005051,IARD-036120,Auto,Collision,1171000,2021-08-28,2021-08-28,2021,8,En cours,,Animal,Bouaké,Grave
SI-005052,IARD-028894,Auto,Dommage tiers,734000,2020-02-12,2020-03-28,2020,2,En cours,,Inconnu,Man,Grave
SI-005053,IARD-051214,Auto,Catastrophe naturelle,1664000,2020-12-01,2021-01-06,2020,12,Réglé,235,Inconnu,Abidjan,Grave
SI-005054,IARD-057766,Habitation,Dégât des eaux,563000,2023-04-06,2023-04-20,2023,4,Réglé,146,Inconnu,Bondoukou,Grave
SI-005055,IARD-010756,Habitation,Dégât des eaux,177000,2023-11-21,2023-12-17,2023,11,Réglé,190,Animal,Bondoukou,Moyen
SI-005056,IARD-096143,Auto,Collision,568000,2022-10-17,2022-10-22,2022,10,Sans suite,,Animal,Bondoukou,Grave
SI-005057,IARD-004852,Auto,Bris de glace,1075000,2024-08-08,2024-08-29,2024,8,Réglé,308,Conducteur tiers,Séguéla,Grave
SI-005058,IARD-028720,Auto,Catastrophe naturelle,1147000,2020-12-20,2020-12-24,2020,12,Réglé,300,Tiers non identifié,Divo,Grave
SI-005059,IARD-082707,Habitation,Vol/Cambriolage,31000,2023-11-03,2023-11-09,2023,11,Réglé,257,Tiers non identifié,Yamoussoukro,Mineur
SI-005060,IARD-006431,Auto,Collision,1782000,2021-03-12,2021-03-26,2021,3,En cours,,Défaut entretien,Yamoussoukro,Grave
SI-005061,IARD-068428,RC,Blessures corporelles,1842000,2019-06-04,2019-07-10,2019,6,Réglé,226,Défaut entretien,San Pedro,Grave
SI-005062,IARD-076429,RC,Dommage tiers corporel,2090000,2020-01-31,2020-01-31,2020,1,En cours,,Défaut entretien,Touba,Grave
SI-005063,IARD-094608,RC,Blessures corporelles,1426000,2019-06-04,2019-06-10,2019,6,Réglé,90,Défaut entretien,Korhogo,Grave
SI-005064,IARD-031885,Habitation,Dégât des eaux,932000,2020-10-07,2020-10-25,2020,10,Réglé,235,Défaut entretien,Bouaké,Grave
SI-005065,IARD-078602,Auto,Collision,1085000,2023-04-19,2023-05-01,2023,4,Réglé,25,Conducteur tiers,Divo,Grave
SI-005066,IARD-049011,Auto,Collision,920000,2022-11-12,2022-11-16,2022,11,En cours,,Tiers non identifié,Touba,Grave
SI-005067,IARD-021833,Auto,Collision,150000,2022-03-14,2022-03-27,2022,3,Réglé,198,Tiers non identifié,San Pedro,Moyen
SI-005068,IARD-093662,Auto,Collision,55000,2020-01-07,2020-01-09,2020,1,En cours,,Tiers non identifié,Daloa,Mineur
SI-005069,IARD-083771,Auto,Catastrophe naturelle,856000,2023-02-05,2023-02-25,2023,2,En cours,,Conducteur tiers,Daloa,Grave
SI-005070,IARD-012333,Auto,Collision,1652000,2021-09-08,2021-10-21,2021,9,En cours,,Tiers non identifié,Bondoukou,Grave
SI-005071,IARD-069009,RC,Dommage tiers matériel,1560000,2024-11-20,2024-12-25,2024,11,Réglé,328,Intempéries,San Pedro,Grave
SI-005072,IARD-063475,Habitation,Dégât des eaux,586000,2020-08-26,2020-09-19,2020,8,Réglé,124,Intempéries,Odienné,Grave
SI-005073,IARD-042758,RC,Blessures corporelles,1633000,2020-10-21,2020-10-24,2020,10,Réglé,161,Inconnu,Danané,Grave
SI-005074,IARD-053449,RC,Dommage tiers corporel,1437000,2024-04-10,2024-05-12,2024,4,Réglé,265,Tiers non identifié,Man,Grave
SI-005075,IARD-050670,Auto,Collision,524000,2023-10-25,2023-11-15,2023,10,En cours,,Inconnu,Man,Grave
SI-005076,IARD-078464,Auto,Catastrophe naturelle,1069000,2024-01-31,2024-02-26,2024,1,En cours,,Inconnu,Tingrela,Grave
SI-005077,IARD-008566,Habitation,Tempête,386000,2019-09-09,2019-10-02,2019,9,Réglé,221,Conducteur tiers,Gagnoa,Moyen
SI-005078,IARD-054700,Auto,Collision,746000,2022-07-01,2022-08-06,2022,7,En cours,,Conducteur tiers,Bondoukou,Grave
SI-005079,IARD-090234,Auto,Bris de glace,990000,2022-12-23,2023-01-03,2022,12,Réglé,123,Tiers non identifié,Bondoukou,Grave
SI-005080,IARD-082543,Auto,Catastrophe naturelle,524000,2020-02-05,2020-02-13,2020,2,Réglé,108,Animal,Man,Grave
SI-005081,IARD-076116,Habitation,Incendie,1141000,2020-11-23,2020-12-03,2020,11,Sans suite,,Défaut entretien,Danané,Grave
SI-005082,IARD-006359,RC,Blessures corporelles,1340000,2020-04-12,2020-05-01,2020,4,En cours,,Inconnu,San Pedro,Grave
SI-005083,IARD-088851,Auto,Collision,1526000,2022-10-15,2022-11-15,2022,10,Sans suite,,Intempéries,Touba,Grave
SI-005084,IARD-033413,Auto,Vol,1048000,2024-01-31,2024-02-28,2024,1,Réglé,352,Défaut entretien,Danané,Grave
SI-005085,IARD-013866,Habitation,Vandalisme,264000,2022-08-01,2022-09-05,2022,8,En cours,,Inconnu,Divo,Moyen
SI-005086,IARD-001158,RC,Dommage tiers corporel,1738000,2020-08-29,2020-10-06,2020,8,Contesté,,Intempéries,Touba,Grave
SI-005087,IARD-079214,Auto,Bris de glace,51000,2024-03-20,2024-03-31,2024,3,Réglé,20,Conducteur tiers,Odienné,Mineur
SI-005088,IARD-098863,Auto,Vol,1343000,2024-05-10,2024-05-20,2024,5,En cours,,Défaut entretien,Gagnoa,Grave
SI-005089,IARD-034959,RC,Blessures corporelles,2479000,2024-01-02,2024-02-16,2024,1,Sans suite,,Animal,Danané,Grave
SI-005090,IARD-070874,Auto,Collision,901000,2019-11-28,2020-01-03,2019,11,Réglé,202,Intempéries,Korhogo,Grave
SI-005091,IARD-088702,Auto,Vol,1569000,2019-01-15,2019-01-15,2019,1,Réglé,262,Inconnu,Daloa,Grave
SI-005092,IARD-043572,Auto,Dommage tiers,1380000,2019-08-03,2019-09-15,2019,8,En cours,,Tiers non identifié,San Pedro,Grave
SI-005093,IARD-088990,Auto,Catastrophe naturelle,1055000,2020-07-23,2020-08-18,2020,7,Réglé,145,Intempéries,Touba,Grave
SI-005094,IARD-062371,Auto,Bris de glace,1705000,2024-06-10,2024-07-03,2024,6,Réglé,185,Inconnu,Odienné,Grave
SI-005095,IARD-081117,Habitation,Incendie,531000,2019-03-20,2019-05-02,2019,3,Réglé,147,Inconnu,Issia,Grave
SI-005096,IARD-006569,RC,Dommage tiers matériel,2083000,2022-02-09,2022-02-28,2022,2,En cours,,Tiers non identifié,Korhogo,Grave
SI-005097,IARD-092691,Auto,Collision,717000,2020-07-28,2020-08-13,2020,7,En cours,,Animal,Yamoussoukro,Grave
SI-005098,IARD-013888,RC,Blessures corporelles,619000,2021-03-20,2021-03-23,2021,3,En cours,,Intempéries,Abidjan,Grave
SI-005099,IARD-032222,Auto,Collision,1774000,2022-06-02,2022-06-15,2022,6,En cours,,Intempéries,Korhogo,Grave
SI-005100,IARD-093548,RC,Dommage tiers corporel,2269000,2024-09-14,2024-09-18,2024,9,En cours,,Conducteur tiers,Yamoussoukro,Grave
SI-005101,IARD-048966,Habitation,Incendie,615000,2020-04-22,2020-04-30,2020,4,Réglé,348,Défaut entretien,Bondoukou,Grave
SI-005102,IARD-028317,Habitation,Vol/Cambriolage,943000,2023-02-26,2023-03-24,2023,2,Réglé,215,Défaut entretien,Abengourou,Grave
SI-005103,IARD-024521,Auto,Vol,528000,2021-01-01,2021-01-08,2021,1,Réglé,182,Tiers non identifié,San Pedro,Grave
SI-005104,IARD-084059,RC,Préjudice moral,852000,2020-09-08,2020-10-06,2020,9,Réglé,184,Tiers non identifié,Yamoussoukro,Grave
SI-005105,IARD-046998,RC,Dommage tiers corporel,707000,2022-04-25,2022-05-10,2022,4,En cours,,Défaut entretien,Touba,Grave
SI-005106,IARD-060498,RC,Dommage tiers corporel,2383000,2020-04-24,2020-05-14,2020,4,Réglé,16,Intempéries,Bouaké,Grave
SI-005107,IARD-015008,RC,Dommage tiers matériel,483000,2022-08-09,2022-08-23,2022,8,En cours,,Défaut entretien,Korhogo,Moyen
SI-005108,IARD-020603,Auto,Collision,1003000,2021-08-08,2021-09-20,2021,8,En cours,,Défaut entretien,Daloa,Grave
SI-005109,IARD-026785,Habitation,Vol/Cambriolage,672000,2021-09-03,2021-10-01,2021,9,Réglé,15,Intempéries,Korhogo,Grave
SI-005110,IARD-056970,Auto,Incendie,1310000,2022-02-08,2022-02-28,2022,2,En cours,,Inconnu,Man,Grave
SI-005111,IARD-091888,RC,Dommage tiers matériel,542000,2023-05-13,2023-05-26,2023,5,En cours,,Animal,Gagnoa,Grave
SI-005112,IARD-033036,Habitation,Dégât des eaux,1000000,2019-09-11,2019-10-25,2019,9,Réglé,128,Tiers non identifié,Korhogo,Grave
SI-005113,IARD-019640,Auto,Collision,1358000,2020-08-28,2020-09-12,2020,8,En cours,,Inconnu,Odienné,Grave
SI-005114,IARD-091102,Auto,Vol,773000,2022-04-06,2022-05-02,2022,4,En cours,,Tiers non identifié,Divo,Grave
SI-005115,IARD-035550,Auto,Vol,830000,2024-12-30,2024-12-30,2024,12,Réglé,62,Tiers non identifié,Bouaké,Grave
SI-005116,IARD-047584,Auto,Incendie,1487000,2020-05-22,2020-06-15,2020,5,Contesté,,Conducteur tiers,Soubré,Grave
SI-005117,IARD-053621,Auto,Vol,801000,2024-07-18,2024-08-31,2024,7,Contesté,,Défaut entretien,Issia,Grave
SI-005118,IARD-075690,Auto,Collision,558000,2020-01-02,2020-02-07,2020,1,Sans suite,,Conducteur tiers,Séguéla,Grave
SI-005119,IARD-081807,Habitation,Dégât des eaux,1124000,2024-03-10,2024-04-24,2024,3,En cours,,Animal,Bondoukou,Grave
SI-005120,IARD-029971,Auto,Vol,871000,2022-08-21,2022-08-21,2022,8,Réglé,46,Tiers non identifié,Korhogo,Grave
SI-005121,IARD-033559,RC,Blessures corporelles,2121000,2019-08-14,2019-08-27,2019,8,Contesté,,Tiers non identifié,Abidjan,Grave
SI-005122,IARD-018879,RC,Préjudice moral,2084000,2023-07-02,2023-07-25,2023,7,Réglé,306,Inconnu,Séguéla,Grave
SI-005123,IARD-090366,Habitation,Incendie,420000,2023-04-23,2023-05-16,2023,4,En cours,,Animal,Abidjan,Moyen
SI-005124,IARD-050351,Auto,Incendie,388000,2024-12-14,2024-12-15,2024,12,Sans suite,,Tiers non identifié,Man,Moyen
SI-005125,IARD-028680,Auto,Collision,288000,2024-10-02,2024-10-31,2024,10,Réglé,242,Animal,Abidjan,Moyen
SI-005126,IARD-046492,Auto,Bris de glace,79000,2022-07-14,2022-08-18,2022,7,Réglé,59,Conducteur tiers,Séguéla,Mineur
SI-005127,IARD-079231,Auto,Collision,1131000,2019-06-21,2019-07-16,2019,6,En cours,,Tiers non identifié,Soubré,Grave
SI-005128,IARD-024522,Auto,Collision,56000,2023-09-13,2023-09-28,2023,9,Sans suite,,Tiers non identifié,Bondoukou,Mineur
SI-005129,IARD-065759,RC,Blessures corporelles,2353000,2023-04-09,2023-04-18,2023,4,Contesté,,Tiers non identifié,Danané,Grave
SI-005130,IARD-092793,Auto,Collision,294000,2023-07-14,2023-08-22,2023,7,Réglé,341,Inconnu,Bondoukou,Moyen
SI-005131,IARD-089205,Habitation,Dégât des eaux,698000,2021-08-20,2021-08-29,2021,8,Réglé,25,Animal,Abidjan,Grave
SI-005132,IARD-053193,Auto,Dommage tiers,729000,2020-02-11,2020-03-22,2020,2,En cours,,Intempéries,Abidjan,Grave
SI-005133,IARD-006680,Auto,Bris de glace,123000,2019-01-30,2019-02-14,2019,1,En cours,,Inconnu,Man,Moyen
SI-005134,IARD-032451,Auto,Bris de glace,514000,2023-03-05,2023-04-16,2023,3,Contesté,,Animal,Danané,Grave
